Geographic Level,Location,Year,Total Population,Household Population,Group Quarters Population,Total Housing Units,Single Family Units,Multiple Family Units,Mobile Homes,Occupied Units,Vacancy Rate (%),Persons Per Household,Single Family Detached Units,Single Family Attached Units,Two to Four Family Units,Five Plus Family Units,Vacant Units,Source
City,Amador City,2007,199,199,0,106,99,7,0,89,16.037735849056602,2.235955056179775,,,,,17,E-8
City,Amador City,2008,194,194,0,107,101,6,0,88,17.75700934579439,2.2045454545454546,,,,,19,E-8
City,Amador City,2009,189,189,0,107,101,6,0,87,18.69158878504673,2.1724137931034484,,,,,20,E-8
City,Amador City,2010,185,185,0,108,102,6,0,85,21.29629629629629,2.176470588235294,90.0,12.0,6.0,0.0,23,E-8
City,Amador City,2011,183,183,0,109,103,6,0,86,21.100917431192656,2.127906976744186,91.0,12.0,6.0,0.0,23,E-8
City,Amador City,2012,185,185,0,110,104,6,0,87,20.90909090909091,2.126436781609196,92.0,12.0,6.0,0.0,23,E-8
City,Amador City,2013,180,180,0,111,105,6,0,85,23.42342342342343,2.117647058823529,93.0,12.0,6.0,0.0,26,E-8
City,Amador City,2014,180,180,0,112,106,6,0,86,23.214285714285708,2.0930232558139537,94.0,12.0,6.0,0.0,26,E-8
City,Amador City,2015,185,185,0,114,108,6,0,88,22.80701754385965,2.102272727272727,96.0,12.0,6.0,0.0,26,E-8
City,Amador City,2016,185,185,0,116,110,6,0,88,24.13793103448276,2.102272727272727,97.0,13.0,6.0,0.0,28,E-8
City,Amador City,2017,187,187,0,117,111,6,0,88,24.786324786324787,2.125,98.0,13.0,6.0,0.0,29,E-8
City,Amador City,2018,190,190,0,118,112,6,0,90,23.72881355932204,2.111111111111111,99.0,13.0,6.0,0.0,28,E-8
City,Amador City,2019,194,194,0,119,113,6,0,92,22.6890756302521,2.108695652173913,100.0,13.0,6.0,0.0,27,E-8
City,Amador City,2020,200,200,0,119,113,6,0,95,20.17,2.1052631578947367,100.0,13.0,6.0,0.0,24,E-8
City,American Canyon,1991,0,0,0,0,0,0,0,0,0.0,0.0,,,,,0,E-8
City,American Canyon,1992,8341,8285,56,3029,2084,70,875,2906,4.060746120831958,2.850997935306263,,,,,123,E-8
City,American Canyon,1993,8674,8600,74,3115,2132,120,863,2995,3.8523274478330656,2.8714524207011687,,,,,120,E-8
City,American Canyon,1994,8942,8855,87,3155,2179,121,855,3042,3.5816164817749603,2.910913872452334,,,,,113,E-8
City,American Canyon,1995,8954,8859,95,3209,2244,122,843,3102,3.3343720785291366,2.855899419729207,,,,,107,E-8
City,American Canyon,1996,9158,9056,102,3251,2295,124,832,3151,3.0759766225776684,2.874008251348778,,,,,100,E-8
City,American Canyon,1997,9307,9197,110,3251,2305,126,820,3159,2.829898492771455,2.9113643558088,,,,,92,E-8
City,American Canyon,1998,9435,9318,117,3246,2311,127,808,3164,2.52618607516944,2.945006321112516,,,,,82,E-8
City,American Canyon,1999,9558,9433,125,3247,2322,129,796,3173,2.279026793963659,2.9728963126378822,,,,,74,E-8
City,American Canyon,2000,9733,9601,132,3276,2361,131,784,3209,2.045177045177045,2.991897787472733,,,,,67,E-8
City,American Canyon,2001,10232,10104,128,3381,2470,125,786,3298,2.4548950014788526,3.06367495451789,,,,,83,E-8
City,American Canyon,2002,11678,11558,120,3811,2903,115,793,3699,2.9388611912883755,3.124628277912949,,,,,112,E-8
City,American Canyon,2003,13003,12890,113,4197,3290,107,800,4057,3.335715987610198,3.1772245501602168,,,,,140,E-8
City,American Canyon,2004,14034,13929,105,4547,3644,96,807,4379,3.694743787112382,3.1808632107787167,,,,,168,E-8
City,American Canyon,2005,15348,15251,97,4969,4068,88,813,4772,3.964580398470517,3.19593461860855,,,,,197,E-8
City,American Canyon,2006,16280,16191,89,5260,4364,78,818,5037,4.239543726235741,3.214413341274568,,,,,223,E-8
City,American Canyon,2007,17585,17504,81,5659,4548,286,825,5407,4.453083583672027,3.237285000924728,,,,,252,E-8
City,American Canyon,2008,18188,18114,74,5795,4686,277,832,5520,4.745470232959448,3.2815217391304348,,,,,275,E-8
City,American Canyon,2009,18731,18665,66,5865,4758,268,839,5568,5.063938618925831,3.352191091954023,,,,,297,E-8
City,American Canyon,2010,19454,19398,56,5982,4876,257,849,5657,5.43296556335674,3.4290259855046843,4828.0,48.0,23.0,234.0,325,E-8
City,American Canyon,2011,19678,19619,59,6030,4925,257,848,5709,5.323383084577116,3.436503765983535,4877.0,48.0,23.0,234.0,321,E-8
City,American Canyon,2012,20064,20002,62,6064,4960,258,846,5760,5.013192612137207,3.4725694444444444,4911.0,49.0,23.0,235.0,304,E-8
City,American Canyon,2013,20397,20332,65,6097,4994,259,844,5840,4.215187797277354,3.4815068493150685,4945.0,49.0,23.0,236.0,257,E-8
City,American Canyon,2014,20747,20679,68,6119,5018,259,842,5880,3.905866971727412,3.516836734693878,4969.0,49.0,23.0,236.0,239,E-8
City,American Canyon,2015,20907,20836,71,6132,5032,260,840,5906,3.6855838225701274,3.527937690484253,4983.0,49.0,23.0,237.0,226,E-8
City,American Canyon,2016,21038,20964,74,6141,5043,260,838,5925,3.517342452369321,3.5382278481012657,4994.0,49.0,23.0,237.0,216,E-8
City,American Canyon,2017,21233,21156,77,6213,5055,322,836,6006,3.3317238049251574,3.5224775224775224,5006.0,49.0,23.0,299.0,207,E-8
City,American Canyon,2018,21655,21575,80,6308,5063,412,833,6128,2.853519340519972,3.52072454308094,5014.0,49.0,23.0,389.0,180,E-8
City,American Canyon,2019,21706,21623,83,6320,5076,413,831,6161,2.515822784810129,3.5096575231293623,5026.0,50.0,23.0,390.0,159,E-8
City,American Canyon,2020,21623,21541,82,6334,5093,413,828,6192,2.24,3.478843669250646,5043.0,50.0,22.0,391.0,142,E-8
City,Anaheim,1991,272709,268428,4281,94682,46708,43648,4326,89244,5.7434359223506055,3.007798843619739,,,,,5438,E-8
City,Anaheim,1992,279679,275451,4228,95136,47002,43778,4356,89994,5.40489404641776,3.06077071804787,,,,,5142,E-8
City,Anaheim,1993,287054,282878,4176,96133,47497,44250,4386,91256,5.073179865394818,3.099829052336285,,,,,4877,E-8
City,Anaheim,1994,292740,288616,4124,96640,48019,44205,4416,92054,4.74544701986755,3.1352901557781303,,,,,4586,E-8
City,Anaheim,1995,298016,293945,4071,97335,48573,44316,4446,93032,4.420814712076848,3.159611746495829,,,,,4303,E-8
City,Anaheim,1996,302013,297994,4019,97793,49189,44129,4475,93785,4.098452854498788,3.177416431199019,,,,,4008,E-8
City,Anaheim,1997,307293,303327,3966,98122,49944,43891,4287,94417,3.77591162022788,3.2126311998898505,,,,,3705,E-8
City,Anaheim,1998,313276,309362,3914,98611,50432,43862,4317,95200,3.4590461510379167,3.2496008403361345,,,,,3411,E-8
City,Anaheim,1999,319727,315865,3862,99079,51015,43717,4347,95963,3.1449651288365845,3.2915290268124173,,,,,3116,E-8
City,Anaheim,2000,325906,322097,3809,99636,51719,43540,4377,96810,2.836324220161388,3.327104637950625,,,,,2826,E-8
City,Anaheim,2001,329120,325342,3778,99881,52010,43464,4407,96896,2.9885563820946928,3.357641182298547,,,,,2985,E-8
City,Anaheim,2002,330619,326865,3754,100233,52145,43651,4437,96933,3.2923288737242227,3.3720714307820865,,,,,3300,E-8
City,Anaheim,2003,331350,327620,3730,100482,52352,43663,4467,96868,3.596664079138552,3.382128257009539,,,,,3614,E-8
City,Anaheim,2004,332727,329021,3706,101127,52718,43912,4497,97189,3.894113342628576,3.3853728302585684,,,,,3938,E-8
City,Anaheim,2005,331458,327776,3682,101435,52920,43988,4527,97181,4.193818701631587,3.372840370031179,,,,,4254,E-8
City,Anaheim,2006,329373,325714,3659,101553,53073,43922,4558,96988,4.495189703898457,3.358291747432672,,,,,4565,E-8
City,Anaheim,2007,329780,326145,3635,102163,53345,44230,4588,97276,4.783532198545461,3.352779719560837,,,,,4887,E-8
City,Anaheim,2008,330659,327048,3611,102541,53486,44437,4618,97336,5.07601837313855,3.359990137256513,,,,,5205,E-8
City,Anaheim,2009,332120,328533,3587,102933,53583,44702,4648,97410,5.3656261840226165,3.372682476131814,,,,,5523,E-8
City,Anaheim,2010,336265,332708,3557,104237,53721,45831,4685,98294,5.701430394197837,3.384825116487273,44818.0,8903.0,11382.0,34449.0,5943,E-8
City,Anaheim,2011,341246,337608,3638,105481,53751,47061,4673,99663,5.515685289293804,3.3874958610517445,44843.0,8908.0,11364.0,35697.0,5818,E-8
City,Anaheim,2012,344527,340808,3719,105569,53797,47129,4650,100048,5.229754947001486,3.4064449064449063,44877.0,8920.0,11328.0,35801.0,5521,E-8
City,Anaheim,2013,347618,343818,3800,105714,53921,47172,4629,100783,4.664472066140723,3.41146820396297,44985.0,8936.0,11292.0,35880.0,4931,E-8
City,Anaheim,2014,347731,343850,3881,105811,54010,47202,4606,101080,4.471179745017063,3.4017609814008707,45051.0,8959.0,11260.0,35942.0,4731,E-8
City,Anaheim,2015,348759,344797,3962,106187,54126,47482,4585,101568,4.349873336660792,3.3947404694391934,45043.0,9083.0,11226.0,36256.0,4619,E-8
City,Anaheim,2016,348487,344444,4043,106362,54330,47480,4558,101810,4.279723961565218,3.3832040074648857,45060.0,9270.0,11191.0,36289.0,4552,E-8
City,Anaheim,2017,350115,345991,4124,107249,54466,48250,4537,102662,4.276962955365549,3.370195398492139,45095.0,9371.0,11168.0,37082.0,4587,E-8
City,Anaheim,2018,349647,345442,4205,107870,54648,48706,4519,103362,4.179104477611939,3.3420599446605137,45172.0,9476.0,11139.0,37567.0,4508,E-8
City,Anaheim,2019,348915,344629,4286,109148,54838,49820,4492,104637,4.132920438303955,3.293567284994792,45167.0,9671.0,11131.0,38689.0,4511,E-8
City,Anaheim,2020,346359,341990,4369,110388,55122,50812,4454,105740,4.21,3.2342538301494232,45194.0,9928.0,11120.0,39692.0,4648,E-8
City,Anderson,1991,8371,8266,105,3245,2192,927,126,3135,3.389830508474576,2.636682615629984,,,,,110,E-8
City,Anderson,1992,8553,8447,106,3301,2246,923,132,3179,3.695849742502272,2.657124882038377,,,,,122,E-8
City,Anderson,1993,8640,8532,108,3338,2259,942,137,3206,3.954463750748952,2.66126013724267,,,,,132,E-8
City,Anderson,1994,8705,8596,109,3364,2279,944,141,3222,4.2211652794292505,2.6679081315952824,,,,,142,E-8
City,Anderson,1995,8714,8603,111,3431,2318,966,147,3278,4.459341299912563,2.6244661378889567,,,,,153,E-8
City,Anderson,1996,8817,8705,112,3475,2360,964,151,3311,4.719424460431655,2.629115070975536,,,,,164,E-8
City,Anderson,1997,8834,8721,113,3485,2371,958,156,3311,4.992826398852223,2.6339474479009364,,,,,174,E-8
City,Anderson,1998,8830,8715,115,3488,2379,948,161,3305,5.246559633027522,2.636913767019667,,,,,183,E-8
City,Anderson,1999,8865,8749,116,3510,2400,945,165,3317,5.498575498575498,2.6376243593608684,,,,,193,E-8
City,Anderson,2000,8996,8878,118,3569,2465,934,170,3365,5.715886803026058,2.638335809806835,,,,,204,E-8
City,Anderson,2001,9148,9038,110,3616,2505,936,175,3405,5.835176991150442,2.654331864904552,,,,,211,E-8
City,Anderson,2002,9237,9138,99,3656,2535,942,179,3441,5.880743982494529,2.655623365300785,,,,,215,E-8
City,Anderson,2003,9340,9251,89,3719,2589,948,182,3498,5.942457649905888,2.6446540880503147,,,,,221,E-8
City,Anderson,2004,9714,9636,78,3909,2667,1051,191,3674,6.0117677155282685,2.622754491017964,,,,,235,E-8
City,Anderson,2005,9955,9887,68,4038,2729,1114,195,3793,6.067360079247152,2.606643817558661,,,,,245,E-8
City,Anderson,2006,9999,9942,57,4114,2776,1140,198,3862,6.125425376762276,2.5743138270326256,,,,,252,E-8
City,Anderson,2007,9919,9873,46,4124,2775,1148,201,3869,6.183317167798254,2.551822176272939,,,,,255,E-8
City,Anderson,2008,9846,9810,36,4129,2768,1156,205,3872,6.224267377088884,2.533574380165289,,,,,257,E-8
City,Anderson,2009,9969,9944,25,4208,2758,1242,208,3943,6.297528517110266,2.5219376109561247,,,,,265,E-8
City,Anderson,2010,9932,9920,12,4211,2749,1249,213,3944,6.340536689622423,2.5152129817444218,2534.0,215.0,548.0,701.0,267,E-8
City,Anderson,2011,10048,10036,12,4258,2788,1256,214,3983,6.458431188351343,2.519708762239518,2572.0,216.0,551.0,705.0,275,E-8
City,Anderson,2012,10325,10313,12,4377,2822,1341,214,4099,6.351382225268454,2.515979507196877,2604.0,218.0,553.0,788.0,278,E-8
City,Anderson,2013,10495,10483,12,4421,2858,1348,215,4157,5.971499660710244,2.52177050757758,2638.0,220.0,555.0,793.0,264,E-8
City,Anderson,2014,10621,10609,12,4475,2906,1354,215,4213,5.854748603351956,2.5181580821267504,2684.0,222.0,557.0,797.0,262,E-8
City,Anderson,2015,10703,10691,12,4518,2943,1360,215,4257,5.776892430278879,2.511392999765093,2719.0,224.0,559.0,801.0,261,E-8
City,Anderson,2016,10715,10703,12,4556,2975,1366,215,4304,5.531167690956984,2.486756505576208,2749.0,226.0,561.0,805.0,252,E-8
City,Anderson,2017,10780,10768,12,4589,3001,1373,215,4341,5.404227500544778,2.4805344390693387,2773.0,228.0,563.0,810.0,248,E-8
City,Anderson,2018,10906,10894,12,4634,3035,1383,216,4393,5.200690548122577,2.479854313680856,2805.0,230.0,569.0,814.0,241,E-8
City,Anderson,2019,11052,11040,12,4668,3063,1389,216,4433,5.034275921165376,2.490412812993458,2829.0,234.0,571.0,818.0,235,E-8
City,Anderson,2020,11171,11156,15,4732,3123,1393,216,4502,4.86,2.4780097734340294,2884.0,239.0,570.0,823.0,230,E-8
City,Angels Camp,1991,2644,2620,24,1251,797,233,221,1127,9.91207034372502,2.3247559893522625,,,,,124,E-8
City,Angels Camp,1992,2731,2710,21,1263,809,233,221,1139,9.817893903404592,2.37928007023705,,,,,124,E-8
City,Angels Camp,1993,2734,2715,19,1274,820,233,221,1149,9.811616954474095,2.362924281984334,,,,,125,E-8
City,Angels Camp,1994,2775,2759,16,1285,831,234,220,1159,9.80544747081712,2.380500431406385,,,,,126,E-8
City,Angels Camp,1995,2824,2810,14,1298,845,234,219,1171,9.784283513097073,2.399658411614005,,,,,127,E-8
City,Angels Camp,1996,2827,2816,11,1307,855,234,218,1180,9.716908951798011,2.386440677966102,,,,,127,E-8
City,Angels Camp,1997,2870,2862,8,1324,873,234,217,1196,9.667673716012084,2.3929765886287626,,,,,128,E-8
City,Angels Camp,1998,2909,2903,6,1342,891,235,216,1213,9.612518628912072,2.393239901071723,,,,,129,E-8
City,Angels Camp,1999,2918,2915,3,1366,917,234,215,1235,9.5900439238653,2.360323886639676,,,,,131,E-8
City,Angels Camp,2000,2991,2990,1,1412,963,235,214,1277,9.560906515580736,2.341425215348473,,,,,135,E-8
City,Angels Camp,2001,3165,3161,4,1498,1046,237,215,1346,10.14686248331108,2.348439821693908,,,,,152,E-8
City,Angels Camp,2002,3341,3333,8,1592,1139,237,216,1420,10.804020100502512,2.3471830985915494,,,,,172,E-8
City,Angels Camp,2003,3450,3437,13,1648,1191,239,218,1459,11.468446601941748,2.355723098012337,,,,,189,E-8
City,Angels Camp,2004,3575,3557,18,1707,1247,241,219,1501,12.067955477445812,2.369753497668221,,,,,206,E-8
City,Angels Camp,2005,3649,3627,22,1761,1299,241,221,1538,12.663259511641112,2.358257477243173,,,,,223,E-8
City,Angels Camp,2006,3702,3675,27,1811,1345,243,223,1572,13.197128658199889,2.3377862595419847,,,,,239,E-8
City,Angels Camp,2007,3753,3721,32,1858,1388,245,225,1604,13.670613562970937,2.3198254364089776,,,,,254,E-8
City,Angels Camp,2008,3799,3763,36,1898,1427,245,226,1629,14.17281348788198,2.3100061387354205,,,,,269,E-8
City,Angels Camp,2009,3819,3778,41,1924,1450,247,227,1642,14.656964656964655,2.3008526187576126,,,,,282,E-8
City,Angels Camp,2010,3836,3789,47,1943,1465,249,229,1645,15.337107565620178,2.3033434650455926,1394.0,71.0,129.0,120.0,298,E-8
City,Angels Camp,2011,3793,3746,47,1936,1460,248,228,1642,15.185950413223138,2.28136419001218,1389.0,71.0,128.0,120.0,294,E-8
City,Angels Camp,2012,3758,3711,47,1923,1451,246,226,1635,14.97659906396256,2.2697247706422017,1380.0,71.0,127.0,119.0,288,E-8
City,Angels Camp,2013,3702,3655,47,1914,1446,244,224,1627,14.994775339602928,2.246465888137677,1376.0,70.0,126.0,118.0,287,E-8
City,Angels Camp,2014,3679,3632,47,1904,1439,243,222,1622,14.810924369747902,2.23921085080148,1369.0,70.0,125.0,118.0,282,E-8
City,Angels Camp,2015,3638,3591,47,1896,1435,241,220,1615,14.820675105485236,2.223529411764706,1365.0,70.0,124.0,117.0,281,E-8
City,Angels Camp,2016,3744,3697,47,1887,1430,240,217,1619,14.202437731849493,2.2835083384805435,1360.0,70.0,123.0,117.0,268,E-8
City,Angels Camp,2017,3700,3653,47,1876,1423,238,215,1614,13.965884861407252,2.2633209417596034,1353.0,70.0,122.0,116.0,262,E-8
City,Angels Camp,2018,3670,3623,47,1884,1435,236,213,1618,14.11889596602972,2.239184177997528,1366.0,69.0,121.0,115.0,266,E-8
City,Angels Camp,2019,3673,3626,47,1892,1446,235,211,1629,13.900634249471455,2.225905463474524,1377.0,69.0,120.0,115.0,263,E-8
City,Angels Camp,2020,3652,3608,44,1907,1465,233,209,1635,14.26,2.2067278287461773,1396.0,69.0,119.0,114.0,272,E-8
City,Antioch,1991,64157,63846,311,23570,17725,5488,357,22054,6.431904963937209,2.894985036728031,,,,,1516,E-8
City,Antioch,1992,66914,66591,323,24242,18439,5456,347,22808,5.915353518686577,2.9196334619431776,,,,,1434,E-8
City,Antioch,1993,70185,69851,334,25134,19375,5422,337,23766,5.442826450226784,2.939114701674661,,,,,1368,E-8
City,Antioch,1994,73291,72946,345,26024,20257,5440,327,24725,4.991546264986167,2.950293225480283,,,,,1299,E-8
City,Antioch,1995,75805,75448,357,26711,20910,5480,321,25492,4.563662910411441,2.9596736230974425,,,,,1219,E-8
City,Antioch,1996,77925,77557,368,27292,21534,5447,311,26162,4.140407445405247,2.964490482379023,,,,,1130,E-8
City,Antioch,1997,80662,80283,379,27915,22201,5414,300,26871,3.739924771628157,2.9877191023780285,,,,,1044,E-8
City,Antioch,1998,83550,83159,391,28508,22839,5377,292,27552,3.353444647116599,3.018256387921022,,,,,956,E-8
City,Antioch,1999,86408,86006,402,29070,23448,5340,282,28204,2.979016167870657,3.049425613388172,,,,,866,E-8
City,Antioch,2000,90091,89678,413,30024,24144,5608,272,29221,2.674527045030642,3.0689572567673933,,,,,803,E-8
City,Antioch,2001,92942,92507,435,30733,24894,5560,279,29812,2.996778706927407,3.103012209848383,,,,,921,E-8
City,Antioch,2002,96343,95884,459,31896,26045,5559,292,30775,3.514547278655631,3.1156458164094234,,,,,1121,E-8
City,Antioch,2003,98467,97983,484,32703,26838,5559,306,31391,4.011864354952145,3.121372367876143,,,,,1312,E-8
City,Antioch,2004,100042,99533,509,33395,27221,5855,319,31896,4.488695912561761,3.1205480311010785,,,,,1499,E-8
City,Antioch,2005,99713,99179,534,33637,27447,5858,332,31962,4.979635520409073,3.1030285964582944,,,,,1675,E-8
City,Antioch,2006,98995,98436,559,33913,27710,5858,345,32062,5.458083920620411,3.070176532967376,,,,,1851,E-8
City,Antioch,2007,99098,98515,583,34128,27912,5857,359,32101,5.939404594467885,3.0689075106694497,,,,,2027,E-8
City,Antioch,2008,99854,99246,608,34350,28120,5858,372,32147,6.41339155749636,3.08725542041248,,,,,2203,E-8
City,Antioch,2009,100956,100323,633,34567,28325,5857,385,32189,6.879393641334221,3.116685824349933,,,,,2378,E-8
City,Antioch,2010,102372,101708,664,34849,28591,5856,402,32252,7.452150707337369,3.153540865682748,26884.0,1707.0,1474.0,4382.0,2597,E-8
City,Antioch,2011,103758,103087,671,35001,28728,5870,401,32466,7.242650209993995,3.175229470831024,27014.0,1714.0,1474.0,4396.0,2535,E-8
City,Antioch,2012,105356,104678,678,35147,28877,5866,400,32792,6.700429624149995,3.192181019760917,27155.0,1722.0,1470.0,4396.0,2355,E-8
City,Antioch,2013,107271,106586,685,35437,29168,5870,398,33146,6.4649942150859285,3.215651964037893,27439.0,1729.0,1469.0,4401.0,2291,E-8
City,Antioch,2014,109174,108482,692,35694,29422,5874,397,33574,5.939373564184458,3.2311312325013404,27685.0,1737.0,1468.0,4406.0,2120,E-8
City,Antioch,2015,111194,110495,699,36015,29740,5878,395,33995,5.608774121893656,3.2503309310192674,27995.0,1745.0,1467.0,4411.0,2020,E-8
City,Antioch,2016,113037,112331,706,36140,29863,5882,394,34477,4.601549529607086,3.258143109899353,28110.0,1753.0,1466.0,4416.0,1663,E-8
City,Antioch,2017,113911,113198,713,36231,29953,5886,392,34743,4.1069802103171344,3.258152721411508,28192.0,1761.0,1465.0,4421.0,1488,E-8
City,Antioch,2018,114232,113512,720,36306,30023,5890,391,34902,3.867129400099156,3.2523064580826317,28254.0,1769.0,1464.0,4426.0,1404,E-8
City,Antioch,2019,114745,114018,727,36492,30121,5980,390,35171,3.61997150060287,3.24181854368656,28344.0,1777.0,1463.0,4517.0,1321,E-8
City,Antioch,2020,115333,114603,730,36749,30384,5977,388,35548,3.27,3.2238944525711712,28598.0,1786.0,1456.0,4521.0,1201,E-8
City,Arcadia,1991,48191,47546,645,19568,13156,6399,13,18458,5.672526573998365,2.5759020478925128,,,,,1110,E-8
City,Arcadia,1992,48539,47903,636,19622,13124,6484,14,18543,5.498929772704108,2.583346815509896,,,,,1079,E-8
City,Arcadia,1993,48968,48342,626,19695,13135,6544,16,18644,5.336379791825337,2.5928985196309804,,,,,1051,E-8
City,Arcadia,1994,49433,48792,641,19723,13141,6565,17,18704,5.16655681184404,2.608639863130881,,,,,1019,E-8
City,Arcadia,1995,50316,49686,630,19767,13158,6590,19,18779,4.998229372185967,2.645827786357101,,,,,988,E-8
City,Arcadia,1996,50530,49909,621,19832,13222,6590,20,18874,4.830576845502218,2.644325527180248,,,,,958,E-8
City,Arcadia,1997,50740,50129,611,19824,13239,6564,21,18901,4.655972558514931,2.652187714935718,,,,,923,E-8
City,Arcadia,1998,51172,50570,602,19827,13263,6541,23,18938,4.483784737983558,2.670292533530468,,,,,889,E-8
City,Arcadia,1999,51768,51175,593,19846,13288,6534,24,18990,4.3132117303234905,2.6948393891521856,,,,,856,E-8
City,Arcadia,2000,52785,52202,583,19951,13384,6541,26,19123,4.150167911382888,2.729801809339538,,,,,828,E-8
