Income Level,Units,RHNA,Percent,Projected Units,On Track Score,Status,Jurisdiction,Geographic Level,County,Region,Cycle,Planning Period,Planning Period Start,Planning Period End,Cycle Started,Snapshot Date,Most Recent,Total Days,Elapsed Days,Percent Elapsed,Tiers Met,Tiers With Goal,Overall Progress,Overall On Track Score,Overall Category,Source Last Updated
Low,0,1,0.0,0.0,0.0,Behind,Seal Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Moderate,2,0,0.0,2.0,,No Allocation,Seal Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Total,38,2,19.0,38.0,19.0,Met,Seal Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Very Low,0,1,0.0,0.0,0.0,Behind,Seal Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Above Moderate,18,545,0.03,30.33217993079585,0.0556553760198089,Far Off Track,Seal Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.01871713177997006,0.03154063382991494,Far Off Track,2026-07-15 12:00:00
Low,0,201,0.0,0.0,0.0,Far Off Track,Seal Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.01871713177997006,0.03154063382991494,Far Off Track,2026-07-15 12:00:00
Moderate,10,239,0.04,16.85121107266436,0.07050715929985088,Far Off Track,Seal Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.01871713177997006,0.03154063382991494,Far Off Track,2026-07-15 12:00:00
Total,28,1243,0.02252614641995173,47.18339100346021,0.03795928479763492,Far Off Track,Seal Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.01871713177997006,0.03154063382991494,Far Off Track,2026-07-15 12:00:00
Very Low,0,258,0.0,0.0,0.0,Far Off Track,Seal Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.01871713177997006,0.03154063382991494,Far Off Track,2026-07-15 12:00:00
Above Moderate,210,164,1.28,210.0,1.2804878048780488,Met,Seaside,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.2604166666666667,0.2604166666666667,Behind,2026-07-15 12:00:00
Low,0,62,0.0,0.0,0.0,Behind,Seaside,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.2604166666666667,0.2604166666666667,Behind,2026-07-15 12:00:00
Moderate,3,72,0.04,3.0,0.041666666666666664,Behind,Seaside,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.2604166666666667,0.2604166666666667,Behind,2026-07-15 12:00:00
Total,213,393,0.5419847328244275,213.0,0.5419847328244275,Behind,Seaside,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.2604166666666667,0.2604166666666667,Behind,2026-07-15 12:00:00
Very Low,0,95,0.0,0.0,0.0,Behind,Seaside,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.2604166666666667,0.2604166666666667,Behind,2026-07-15 12:00:00
Above Moderate,35,319,0.11,108.45174973488865,0.33997413709996444,Far Off Track,Seaside,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.08031408246925488,0.24886293634693823,Far Off Track,2026-07-15 12:00:00
Low,0,55,0.0,0.0,0.0,Far Off Track,Seaside,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.08031408246925488,0.24886293634693823,Far Off Track,2026-07-15 12:00:00
Moderate,33,156,0.21,102.25450689289502,0.6554776082877886,Somewhat Off Track,Seaside,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.08031408246925488,0.24886293634693823,Far Off Track,2026-07-15 12:00:00
Total,68,616,0.11038961038961038,210.70625662778366,0.3420556114087397,Far Off Track,Seaside,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.08031408246925488,0.24886293634693823,Far Off Track,2026-07-15 12:00:00
Very Low,0,86,0.0,0.0,0.0,Far Off Track,Seaside,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.08031408246925488,0.24886293634693823,Far Off Track,2026-07-15 12:00:00
Above Moderate,63,62,1.02,63.0,1.0161290322580645,Met,Sebastopol,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.9264705882352942,0.9264705882352942,Behind,2026-07-15 12:00:00
Low,12,17,0.71,12.0,0.7058823529411765,Behind,Sebastopol,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.9264705882352942,0.9264705882352942,Behind,2026-07-15 12:00:00
Moderate,25,19,1.32,25.0,1.3157894736842106,Met,Sebastopol,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.9264705882352942,0.9264705882352942,Behind,2026-07-15 12:00:00
Total,137,120,1.1416666666666666,137.0,1.1416666666666666,Met,Sebastopol,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.9264705882352942,0.9264705882352942,Behind,2026-07-15 12:00:00
Very Low,37,22,1.68,37.0,1.6818181818181819,Met,Sebastopol,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.9264705882352942,0.9264705882352942,Behind,2026-07-15 12:00:00
Above Moderate,42,92,0.46,97.32275971451229,1.0578560838533944,On Track,Sebastopol,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.5145912642756962,0.7996544692420982,Nearly On Track,2026-07-15 12:00:00
Low,16,31,0.52,37.07533703409992,1.1959786140032231,On Track,Sebastopol,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.5145912642756962,0.7996544692420982,Nearly On Track,2026-07-15 12:00:00
Moderate,3,35,0.09,6.951625693893735,0.19861787696839245,Far Off Track,Sebastopol,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.5145912642756962,0.7996544692420982,Nearly On Track,2026-07-15 12:00:00
Total,119,213,0.5586854460093896,275.74781919111814,1.2945907004277848,On Track,Sebastopol,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.5145912642756962,0.7996544692420982,Nearly On Track,2026-07-15 12:00:00
Very Low,58,55,1.05,134.3980967486122,2.4436017590656762,Met,Sebastopol,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.5145912642756962,0.7996544692420982,Nearly On Track,2026-07-15 12:00:00
Above Moderate,19,281,0.07,19.0,0.06761565836298933,Behind,Selma,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4499008090006852,0.4499008090006852,Behind,2026-07-15 12:00:00
Low,39,115,0.34,39.0,0.3391304347826087,Behind,Selma,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4499008090006852,0.4499008090006852,Behind,2026-07-15 12:00:00
Moderate,119,69,1.72,119.0,1.7246376811594204,Met,Selma,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4499008090006852,0.4499008090006852,Behind,2026-07-15 12:00:00
Total,232,605,0.3834710743801653,232.0,0.3834710743801653,Behind,Selma,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4499008090006852,0.4499008090006852,Behind,2026-07-15 12:00:00
Very Low,55,140,0.39,55.0,0.39285714285714285,Behind,Selma,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4499008090006852,0.4499008090006852,Behind,2026-07-15 12:00:00
Above Moderate,55,701,0.08,173.36569579288025,0.24731197688000034,Far Off Track,Selma,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.019614835948644792,0.061827994220000085,Far Off Track,2026-07-15 12:00:00
Low,0,165,0.0,0.0,0.0,Far Off Track,Selma,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.019614835948644792,0.061827994220000085,Far Off Track,2026-07-15 12:00:00
Moderate,0,233,0.0,0.0,0.0,Far Off Track,Selma,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.019614835948644792,0.061827994220000085,Far Off Track,2026-07-15 12:00:00
Total,55,1492,0.03686327077747989,173.36569579288025,0.11619684704616638,Far Off Track,Selma,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.019614835948644792,0.061827994220000085,Far Off Track,2026-07-15 12:00:00
Very Low,0,393,0.0,0.0,0.0,Far Off Track,Selma,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.019614835948644792,0.061827994220000085,Far Off Track,2026-07-15 12:00:00
Above Moderate,1727,796,2.17,1727.0,2.169597989949749,Met,Shafter,City,Kern,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.398428321592203,0.398428321592203,Behind,2026-07-15 12:00:00
Low,161,426,0.38,161.0,0.3779342723004695,Behind,Shafter,City,Kern,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.398428321592203,0.398428321592203,Behind,2026-07-15 12:00:00
Moderate,79,397,0.2,79.0,0.19899244332493704,Behind,Shafter,City,Kern,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.398428321592203,0.398428321592203,Behind,2026-07-15 12:00:00
Total,1974,2036,0.9695481335952849,1974.0,0.9695481335952849,Behind,Shafter,City,Kern,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.398428321592203,0.398428321592203,Behind,2026-07-15 12:00:00
Very Low,7,417,0.02,7.0,0.016786570743405275,Behind,Shafter,City,Kern,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.398428321592203,0.398428321592203,Behind,2026-07-15 12:00:00
Above Moderate,743,1581,0.47,2342.0129449838187,1.4813491113117132,On Track,Shafter,City,Kern,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.11748893105629349,0.25,Far Off Track,2026-07-15 12:00:00
Low,0,431,0.0,0.0,0.0,Far Off Track,Shafter,City,Kern,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.11748893105629349,0.25,Far Off Track,2026-07-15 12:00:00
Moderate,0,603,0.0,0.0,0.0,Far Off Track,Shafter,City,Kern,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.11748893105629349,0.25,Far Off Track,2026-07-15 12:00:00
Total,743,3293,0.225630124506529,2342.0129449838187,0.7112095186710655,Nearly On Track,Shafter,City,Kern,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.11748893105629349,0.25,Far Off Track,2026-07-15 12:00:00
Very Low,0,678,0.0,0.0,0.0,Far Off Track,Shafter,City,Kern,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.11748893105629349,0.25,Far Off Track,2026-07-15 12:00:00
Above Moderate,424,321,1.32,424.0,1.320872274143302,Met,Shasta County,County,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,1,4,0.3820867356023606,0.3820867356023606,Behind,2026-07-15 12:00:00
Low,40,117,0.34,40.0,0.3418803418803419,Behind,Shasta County,County,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,1,4,0.3820867356023606,0.3820867356023606,Behind,2026-07-15 12:00:00
Moderate,11,128,0.09,11.0,0.0859375,Behind,Shasta County,County,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,1,4,0.3820867356023606,0.3820867356023606,Behind,2026-07-15 12:00:00
Total,494,755,0.6543046357615894,494.0,0.6543046357615894,Behind,Shasta County,County,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,1,4,0.3820867356023606,0.3820867356023606,Behind,2026-07-15 12:00:00
Very Low,19,189,0.1,19.0,0.10052910052910052,Behind,Shasta County,County,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,1,4,0.3820867356023606,0.3820867356023606,Behind,2026-07-15 12:00:00
Above Moderate,724,460,1.57,927.0499561787905,2.0153259916930226,Met,Shasta County,County,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.47783072717944053,0.5417271624970751,Somewhat Off Track,2026-07-15 12:00:00
Low,73,179,0.41,93.47326906222612,0.5221970338671851,Somewhat Off Track,Shasta County,County,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.47783072717944053,0.5417271624970751,Somewhat Off Track,2026-07-15 12:00:00
Moderate,59,193,0.31,75.54688869412796,0.39143465644625886,Far Off Track,Shasta County,County,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.47783072717944053,0.5417271624970751,Somewhat Off Track,2026-07-15 12:00:00
Total,910,1105,0.8235294117647058,1165.2147239263804,1.0544929628293036,On Track,Shasta County,County,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.47783072717944053,0.5417271624970751,Somewhat Off Track,2026-07-15 12:00:00
Very Low,54,273,0.2,69.14460999123575,0.25327695967485625,Far Off Track,Shasta County,County,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.47783072717944053,0.5417271624970751,Somewhat Off Track,2026-07-15 12:00:00
Above Moderate,19,58,0.33,19.0,0.3275862068965517,Behind,Shasta Lake,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,3,4,0.8318965517241379,0.8318965517241379,Behind,2026-07-15 12:00:00
Low,32,21,1.52,32.0,1.5238095238095237,Met,Shasta Lake,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,3,4,0.8318965517241379,0.8318965517241379,Behind,2026-07-15 12:00:00
Moderate,88,23,3.83,88.0,3.8260869565217392,Met,Shasta Lake,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,3,4,0.8318965517241379,0.8318965517241379,Behind,2026-07-15 12:00:00
Total,178,134,1.328358208955224,178.0,1.328358208955224,Met,Shasta Lake,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,3,4,0.8318965517241379,0.8318965517241379,Behind,2026-07-15 12:00:00
Very Low,39,32,1.22,39.0,1.21875,Met,Shasta Lake,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,3,4,0.8318965517241379,0.8318965517241379,Behind,2026-07-15 12:00:00
Above Moderate,9,101,0.09,11.52410166520596,0.11410001648718772,Far Off Track,Shasta Lake,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.4285272277227723,0.4785962135871782,Far Off Track,2026-07-15 12:00:00
Low,66,39,1.69,84.51007887817704,2.1669250994404368,Met,Shasta Lake,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.4285272277227723,0.4785962135871782,Far Off Track,2026-07-15 12:00:00
Moderate,6,42,0.14,7.68273444347064,0.18292224865406284,Far Off Track,Shasta Lake,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.4285272277227723,0.4785962135871782,Far Off Track,2026-07-15 12:00:00
Total,108,238,0.453781512605042,138.2892199824715,0.5810471427834937,Somewhat Off Track,Shasta Lake,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.4285272277227723,0.4785962135871782,Far Off Track,2026-07-15 12:00:00
Very Low,27,56,0.48,34.57230499561788,0.6173625892074621,Somewhat Off Track,Shasta Lake,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,1,4,0.4285272277227723,0.4785962135871782,Far Off Track,2026-07-15 12:00:00
Above Moderate,0,0,0.0,0.0,,No Allocation,Sierra County,County,Sierra,Far North,5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,0,0,,,No Allocation,2026-07-15 12:00:00
Low,0,0,0.0,0.0,,No Allocation,Sierra County,County,Sierra,Far North,5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,0,0,,,No Allocation,2026-07-15 12:00:00
Moderate,0,0,0.0,0.0,,No Allocation,Sierra County,County,Sierra,Far North,5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,0,0,,,No Allocation,2026-07-15 12:00:00
Total,0,0,,0.0,,No Allocation,Sierra County,County,Sierra,Far North,5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,0,0,,,No Allocation,2026-07-15 12:00:00
Very Low,0,0,0.0,0.0,,No Allocation,Sierra County,County,Sierra,Far North,5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,0,0,,,No Allocation,2026-07-15 12:00:00
Above Moderate,11,2,5.5,11.0,5.5,Met,Sierra County,County,Sierra,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,3,3,1.0,1.0,Met,2026-07-15 12:00:00
Low,6,1,6.0,6.0,6.0,Met,Sierra County,County,Sierra,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,3,3,1.0,1.0,Met,2026-07-15 12:00:00
Moderate,5,0,0.0,5.0,,No Allocation,Sierra County,County,Sierra,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,3,3,1.0,1.0,Met,2026-07-15 12:00:00
Total,30,4,7.5,30.0,7.5,Met,Sierra County,County,Sierra,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,3,3,1.0,1.0,Met,2026-07-15 12:00:00
Very Low,8,1,8.0,8.0,8.0,Met,Sierra County,County,Sierra,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,3,3,1.0,1.0,Met,2026-07-15 12:00:00
Above Moderate,53,23,2.3,53.0,2.3043478260869565,Met,Sierra Madre,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.6190476190476191,0.6190476190476191,Behind,2026-07-15 12:00:00
Low,46,9,5.11,46.0,5.111111111111111,Met,Sierra Madre,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.6190476190476191,0.6190476190476191,Behind,2026-07-15 12:00:00
Moderate,3,9,0.33,3.0,0.3333333333333333,Behind,Sierra Madre,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.6190476190476191,0.6190476190476191,Behind,2026-07-15 12:00:00
Total,104,55,1.8909090909090909,104.0,1.8909090909090909,Met,Sierra Madre,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.6190476190476191,0.6190476190476191,Behind,2026-07-15 12:00:00
Very Low,2,14,0.14,2.0,0.14285714285714285,Behind,Sierra Madre,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.6190476190476191,0.6190476190476191,Behind,2026-07-15 12:00:00
Above Moderate,28,51,0.55,47.18339100346021,0.9251645294796119,Nearly On Track,Sierra Madre,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.39439775910364144,0.49332771170752043,Far Off Track,2026-07-15 12:00:00
Low,60,39,1.54,101.10726643598616,2.592494011179132,Met,Sierra Madre,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.39439775910364144,0.49332771170752043,Far Off Track,2026-07-15 12:00:00
Moderate,1,35,0.03,1.685121107266436,0.0481463173504696,Far Off Track,Sierra Madre,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.39439775910364144,0.49332771170752043,Far Off Track,2026-07-15 12:00:00
Total,89,204,0.4362745098039216,149.9757785467128,0.7351753850329059,Nearly On Track,Sierra Madre,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.39439775910364144,0.49332771170752043,Far Off Track,2026-07-15 12:00:00
Very Low,0,79,0.0,0.0,0.0,Far Off Track,Sierra Madre,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.39439775910364144,0.49332771170752043,Far Off Track,2026-07-15 12:00:00
Above Moderate,55,70,0.79,55.0,0.7857142857142857,Behind,Signal Hill,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.8928571428571428,0.8928571428571428,Behind,2026-07-15 12:00:00
Low,27,27,1.0,27.0,1.0,Met,Signal Hill,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.8928571428571428,0.8928571428571428,Behind,2026-07-15 12:00:00
Moderate,22,28,0.79,22.0,0.7857142857142857,Behind,Signal Hill,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.8928571428571428,0.8928571428571428,Behind,2026-07-15 12:00:00
Total,148,169,0.8757396449704142,148.0,0.8757396449704142,Behind,Signal Hill,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.8928571428571428,0.8928571428571428,Behind,2026-07-15 12:00:00
