Income Level,Units,RHNA,Percent,Projected Units,On Track Score,Status,Jurisdiction,Geographic Level,County,Region,Cycle,Planning Period,Planning Period Start,Planning Period End,Cycle Started,Snapshot Date,Most Recent,Total Days,Elapsed Days,Percent Elapsed,Tiers Met,Tiers With Goal,Overall Progress,Overall On Track Score,Overall Category,Source Last Updated
Above Moderate,7056,1837,3.84,7056.0,3.8410451823625475,Met,Fremont,City,Alameda,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,1,4,0.5142477457921513,0.5142477457921513,Behind,2026-07-15 12:00:00
Low,517,926,0.56,517.0,0.5583153347732182,Behind,Fremont,City,Alameda,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,1,4,0.5142477457921513,0.5142477457921513,Behind,2026-07-15 12:00:00
Moderate,90,978,0.09,90.0,0.09202453987730061,Behind,Fremont,City,Alameda,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,1,4,0.5142477457921513,0.5142477457921513,Behind,2026-07-15 12:00:00
Total,8360,5455,1.532538955087076,8360.0,1.532538955087076,Met,Fremont,City,Alameda,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,1,4,0.5142477457921513,0.5142477457921513,Behind,2026-07-15 12:00:00
Very Low,697,1714,0.41,697.0,0.40665110851808633,Behind,Fremont,City,Alameda,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,1,4,0.5142477457921513,0.5142477457921513,Behind,2026-07-15 12:00:00
Above Moderate,632,5165,0.12,1464.4758128469468,0.28353839551731785,Far Off Track,Fremont,City,Alameda,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.10142545532973234,0.23502393376167952,Far Off Track,2026-07-15 12:00:00
Low,298,2096,0.14,690.528152260111,0.32945045432257203,Far Off Track,Fremont,City,Alameda,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.10142545532973234,0.23502393376167952,Far Off Track,2026-07-15 12:00:00
Moderate,120,1996,0.06,278.0650277557494,0.13931113615017504,Far Off Track,Fremont,City,Alameda,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.10142545532973234,0.23502393376167952,Far Off Track,2026-07-15 12:00:00
Total,1345,12897,0.10428781887260603,3116.6455194290247,0.2416566270783147,Far Off Track,Fremont,City,Alameda,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.10142545532973234,0.23502393376167952,Far Off Track,2026-07-15 12:00:00
Very Low,295,3640,0.08,683.5765265662172,0.18779574905665308,Far Off Track,Fremont,City,Alameda,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.10142545532973234,0.23502393376167952,Far Off Track,2026-07-15 12:00:00
Above Moderate,14010,11039,1.27,14010.0,1.2691366971645983,Met,Fresno,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4744823288365136,0.4744823288365136,Behind,2026-07-15 12:00:00
Low,509,3289,0.15,509.0,0.1547582851930678,Behind,Fresno,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4744823288365136,0.4744823288365136,Behind,2026-07-15 12:00:00
Moderate,1890,3571,0.53,1890.0,0.5292635116213946,Behind,Fresno,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4744823288365136,0.4744823288365136,Behind,2026-07-15 12:00:00
Total,17621,23565,0.7477615107150435,17621.0,0.7477615107150435,Behind,Fresno,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4744823288365136,0.4744823288365136,Behind,2026-07-15 12:00:00
Very Low,1212,5666,0.21,1212.0,0.21390751853159196,Behind,Fresno,City,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.4744823288365136,0.4744823288365136,Behind,2026-07-15 12:00:00
Above Moderate,2755,15904,0.17,8684.045307443366,0.5460290057497087,Somewhat Off Track,Fresno,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.06645921222010799,0.2094863194251948,Far Off Track,2026-07-15 12:00:00
Low,153,5884,0.03,482.2718446601942,0.08196326387834707,Far Off Track,Fresno,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.06645921222010799,0.2094863194251948,Far Off Track,2026-07-15 12:00:00
Moderate,274,5638,0.05,863.6763754045307,0.1531884312530207,Far Off Track,Fresno,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.06645921222010799,0.2094863194251948,Far Off Track,2026-07-15 12:00:00
Total,3352,36866,0.09092388650789346,10565.851132686084,0.28660150633879683,Far Off Track,Fresno,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.06645921222010799,0.2094863194251948,Far Off Track,2026-07-15 12:00:00
Very Low,170,9440,0.02,535.8576051779935,0.0567645768197027,Far Off Track,Fresno,City,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.06645921222010799,0.2094863194251948,Far Off Track,2026-07-15 12:00:00
Above Moderate,533,1146,0.47,533.0,0.4650959860383944,Behind,Fresno County,County,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,0,4,0.4573839231701573,0.4573839231701573,Behind,2026-07-15 12:00:00
Low,164,527,0.31,164.0,0.3111954459203036,Behind,Fresno County,County,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,0,4,0.4573839231701573,0.4573839231701573,Behind,2026-07-15 12:00:00
Moderate,500,589,0.85,500.0,0.8488964346349746,Behind,Fresno County,County,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,0,4,0.4573839231701573,0.4573839231701573,Behind,2026-07-15 12:00:00
Total,1291,2722,0.4742836149889787,1291.0,0.4742836149889787,Behind,Fresno County,County,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,0,4,0.4573839231701573,0.4573839231701573,Behind,2026-07-15 12:00:00
Very Low,94,460,0.2,94.0,0.20434782608695654,Behind,Fresno County,County,Fresno,South San Joaquin Valley,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,0,4,0.4573839231701573,0.4573839231701573,Behind,2026-07-15 12:00:00
Above Moderate,177,883,0.2,557.9223300970874,0.6318486184564976,Somewhat Off Track,Fresno County,County,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.12435720218225102,0.3919867796942152,Far Off Track,2026-07-15 12:00:00
Low,98,391,0.25,308.9061488673139,0.7900413014509307,Nearly On Track,Fresno County,County,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.12435720218225102,0.3919867796942152,Far Off Track,2026-07-15 12:00:00
Moderate,14,370,0.04,44.1294498381877,0.11926878334645326,Far Off Track,Fresno County,County,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.12435720218225102,0.3919867796942152,Far Off Track,2026-07-15 12:00:00
Total,295,2350,0.125531914893617,929.8705501618123,0.39568959581353713,Far Off Track,Fresno County,County,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.12435720218225102,0.3919867796942152,Far Off Track,2026-07-15 12:00:00
Very Low,6,706,0.01,18.9126213592233,0.02678841552297918,Far Off Track,Fresno County,County,Fresno,South San Joaquin Valley,6,12/31/2023 - 12/31/2031,2023-12-31,2031-12-31,True,2026-07-15,True,2922,927,0.31724845995893225,0,4,0.12435720218225102,0.3919867796942152,Far Off Track,2026-07-15 12:00:00
Above Moderate,1267,794,1.6,1267.0,1.5957178841309825,Met,Fullerton,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6047134512091236,0.6047134512091236,Behind,2026-07-15 12:00:00
Low,193,299,0.65,193.0,0.6454849498327759,Behind,Fullerton,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6047134512091236,0.6047134512091236,Behind,2026-07-15 12:00:00
Moderate,13,337,0.04,13.0,0.03857566765578635,Behind,Fullerton,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6047134512091236,0.6047134512091236,Behind,2026-07-15 12:00:00
Total,1775,1841,0.9641499185225421,1775.0,0.9641499185225421,Behind,Fullerton,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6047134512091236,0.6047134512091236,Behind,2026-07-15 12:00:00
Very Low,302,411,0.73,302.0,0.7347931873479319,Behind,Fullerton,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6047134512091236,0.6047134512091236,Behind,2026-07-15 12:00:00
Above Moderate,814,5751,0.14,1371.688581314879,0.2385130553494834,Far Off Track,Fullerton,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08281948546077443,0.1395608630428967,Far Off Track,2026-07-15 12:00:00
Low,171,1989,0.09,288.15570934256056,0.14487466533059856,Far Off Track,Fullerton,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08281948546077443,0.1395608630428967,Far Off Track,2026-07-15 12:00:00
Moderate,78,2271,0.03,131.43944636678202,0.05787734318220256,Far Off Track,Fullerton,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08281948546077443,0.1395608630428967,Far Off Track,2026-07-15 12:00:00
Total,1285,13209,0.09728215610568551,2165.3806228373705,0.16393221461407909,Far Off Track,Fullerton,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08281948546077443,0.1395608630428967,Far Off Track,2026-07-15 12:00:00
Very Low,222,3198,0.07,374.0968858131488,0.11697838830930231,Far Off Track,Fullerton,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08281948546077443,0.1395608630428967,Far Off Track,2026-07-15 12:00:00
Above Moderate,542,331,1.64,542.0,1.6374622356495467,Met,Galt,City,Sacramento,Sacramento (Regional),5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,1,4,0.32608422112238905,0.32608422112238905,Behind,2026-07-15 12:00:00
Low,27,91,0.3,27.0,0.2967032967032967,Behind,Galt,City,Sacramento,Sacramento (Regional),5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,1,4,0.32608422112238905,0.32608422112238905,Behind,2026-07-15 12:00:00
Moderate,0,126,0.0,0.0,0.0,Behind,Galt,City,Sacramento,Sacramento (Regional),5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,1,4,0.32608422112238905,0.32608422112238905,Behind,2026-07-15 12:00:00
Total,570,679,0.8394698085419735,570.0,0.8394698085419735,Behind,Galt,City,Sacramento,Sacramento (Regional),5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,1,4,0.32608422112238905,0.32608422112238905,Behind,2026-07-15 12:00:00
Very Low,1,131,0.01,1.0,0.007633587786259542,Behind,Galt,City,Sacramento,Sacramento (Regional),5,10/31/2013 - 05/14/2021,2013-10-31,2021-05-14,True,2026-07-15,True,2752,4640,1.686046511627907,1,4,0.32608422112238905,0.32608422112238905,Behind,2026-07-15 12:00:00
Above Moderate,852,900,0.95,1319.3131955484896,1.465903550609433,On Track,Galt,City,Sacramento,Sacramento (Regional),6,05/15/2021 - 05/15/2029,2021-05-15,2029-05-15,True,2026-07-15,True,2922,1887,0.6457905544147844,0,4,0.2500411522633745,0.27071025273639654,Far Off Track,2026-07-15 12:00:00
Low,13,243,0.05,20.130365659777425,0.08284101094558612,Far Off Track,Galt,City,Sacramento,Sacramento (Regional),6,05/15/2021 - 05/15/2029,2021-05-15,2029-05-15,True,2026-07-15,True,2922,1887,0.6457905544147844,0,4,0.2500411522633745,0.27071025273639654,Far Off Track,2026-07-15 12:00:00
Moderate,0,379,0.0,0.0,0.0,Far Off Track,Galt,City,Sacramento,Sacramento (Regional),6,05/15/2021 - 05/15/2029,2021-05-15,2029-05-15,True,2026-07-15,True,2922,1887,0.6457905544147844,0,4,0.2500411522633745,0.27071025273639654,Far Off Track,2026-07-15 12:00:00
Total,865,1926,0.4491173416407061,1339.443561208267,0.6954535624134305,Somewhat Off Track,Galt,City,Sacramento,Sacramento (Regional),6,05/15/2021 - 05/15/2029,2021-05-15,2029-05-15,True,2026-07-15,True,2922,1887,0.6457905544147844,0,4,0.2500411522633745,0.27071025273639654,Far Off Track,2026-07-15 12:00:00
Very Low,0,404,0.0,0.0,0.0,Far Off Track,Galt,City,Sacramento,Sacramento (Regional),6,05/15/2021 - 05/15/2029,2021-05-15,2029-05-15,True,2026-07-15,True,2922,1887,0.6457905544147844,0,4,0.2500411522633745,0.27071025273639654,Far Off Track,2026-07-15 12:00:00
Above Moderate,1113,328,3.39,1113.0,3.393292682926829,Met,Garden Grove,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6084744805781391,0.6084744805781391,Behind,2026-07-15 12:00:00
Low,47,120,0.39,47.0,0.39166666666666666,Behind,Garden Grove,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6084744805781391,0.6084744805781391,Behind,2026-07-15 12:00:00
Moderate,130,135,0.96,130.0,0.9629629629629629,Behind,Garden Grove,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6084744805781391,0.6084744805781391,Behind,2026-07-15 12:00:00
Total,1303,747,1.7443105756358768,1303.0,1.7443105756358768,Met,Garden Grove,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6084744805781391,0.6084744805781391,Behind,2026-07-15 12:00:00
Very Low,13,164,0.08,13.0,0.07926829268292683,Behind,Garden Grove,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.6084744805781391,0.6084744805781391,Behind,2026-07-15 12:00:00
Above Moderate,1923,8990,0.21,3240.4878892733564,0.3604547151583266,Far Off Track,Garden Grove,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.06746385942682051,0.11368477349779096,Far Off Track,2026-07-15 12:00:00
Low,141,2801,0.05,237.60207612456747,0.08482758876278738,Far Off Track,Garden Grove,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.06746385942682051,0.11368477349779096,Far Off Track,2026-07-15 12:00:00
Moderate,8,3211,0.0,13.480968858131488,0.004198370868306287,Far Off Track,Garden Grove,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.06746385942682051,0.11368477349779096,Far Off Track,2026-07-15 12:00:00
Total,2085,19168,0.10877504173622704,3513.477508650519,0.18329911877350372,Far Off Track,Garden Grove,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.06746385942682051,0.11368477349779096,Far Off Track,2026-07-15 12:00:00
Very Low,13,4166,0.0,21.906574394463668,0.00525841920174356,Far Off Track,Garden Grove,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.06746385942682051,0.11368477349779096,Far Off Track,2026-07-15 12:00:00
Above Moderate,784,173,4.53,784.0,4.531791907514451,Met,Gardena,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4457328385899815,0.4457328385899815,Behind,2026-07-15 12:00:00
Low,0,60,0.0,0.0,0.0,Behind,Gardena,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4457328385899815,0.4457328385899815,Behind,2026-07-15 12:00:00
Moderate,51,66,0.77,51.0,0.7727272727272727,Behind,Gardena,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4457328385899815,0.4457328385899815,Behind,2026-07-15 12:00:00
Total,836,397,2.1057934508816123,836.0,2.1057934508816123,Met,Gardena,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4457328385899815,0.4457328385899815,Behind,2026-07-15 12:00:00
Very Low,1,98,0.01,1.0,0.01020408163265306,Behind,Gardena,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4457328385899815,0.4457328385899815,Behind,2026-07-15 12:00:00
Above Moderate,854,2595,0.33,1439.0934256055364,0.5545639405030969,Somewhat Off Track,Gardena,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08410908448469309,0.14173399357801225,Far Off Track,2026-07-15 12:00:00
Low,2,761,0.0,3.370242214532872,0.004428701990187743,Far Off Track,Gardena,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08410908448469309,0.14173399357801225,Far Off Track,2026-07-15 12:00:00
Moderate,0,894,0.0,0.0,0.0,Far Off Track,Gardena,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08410908448469309,0.14173399357801225,Far Off Track,2026-07-15 12:00:00
Total,863,5735,0.15047951176983435,1454.2595155709344,0.25357620149449595,Far Off Track,Gardena,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08410908448469309,0.14173399357801225,Far Off Track,2026-07-15 12:00:00
Very Low,7,1485,0.0,11.795847750865052,0.007943331818764344,Far Off Track,Gardena,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.08410908448469309,0.14173399357801225,Far Off Track,2026-07-15 12:00:00
Above Moderate,1558,475,3.28,1558.0,3.28,Met,Gilroy,City,Santa Clara,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.8531447707568538,0.8531447707568538,Behind,2026-07-15 12:00:00
Low,729,160,4.56,729.0,4.55625,Met,Gilroy,City,Santa Clara,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.8531447707568538,0.8531447707568538,Behind,2026-07-15 12:00:00
Moderate,107,217,0.49,107.0,0.4930875576036866,Behind,Gilroy,City,Santa Clara,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.8531447707568538,0.8531447707568538,Behind,2026-07-15 12:00:00
Total,2611,1088,2.3998161764705883,2611.0,2.3998161764705883,Met,Gilroy,City,Santa Clara,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.8531447707568538,0.8531447707568538,Behind,2026-07-15 12:00:00
Very Low,217,236,0.92,217.0,0.9194915254237288,Behind,Gilroy,City,Santa Clara,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.8531447707568538,0.8531447707568538,Behind,2026-07-15 12:00:00
