Geographic Level,Location,Date,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More
Metro,Bakersfield,2024-07,204,195,4,0,5
Metro,Chico,2024-07,65,55,10,0,0
Metro,El Centro,2024-07,27,8,2,0,17
Metro,Fresno,2024-07,482,374,0,3,105
Metro,Hanford,2024-07,48,37,0,3,8
Metro,Inland Empire,2024-07,1119,1015,14,11,79
Metro,Los Angeles,2024-07,2033,977,110,12,934
Metro,Merced,2024-07,45,45,0,0,0
Metro,Modesto,2024-07,91,66,0,0,25
Metro,Napa,2024-07,12,12,0,0,0
Metro,Redding,2024-07,18,18,0,0,0
Metro,Sacramento,2024-07,1347,660,8,12,667
Metro,Salinas,2024-07,43,43,0,0,0
Metro,San Diego,2024-07,470,225,44,15,186
Metro,San Francisco,2024-07,1127,247,2,6,872
Metro,San Jose,2024-07,206,178,2,0,26
Metro,San Luis Obispo,2024-07,97,50,0,0,47
Metro,Santa Barbara,2024-07,149,85,0,0,64
Metro,Santa Cruz,2024-07,31,15,2,0,14
Metro,Santa Rosa,2024-07,79,65,0,0,14
Metro,Stockton,2024-07,363,363,0,0,0
Metro,Vallejo,2024-07,118,118,0,0,0
Metro,Ventura,2024-07,50,40,0,0,10
Metro,Visalia,2024-07,75,75,0,0,0
Metro,Yuba City,2024-07,85,77,8,0,0
State,Alabama,2024-07,1456,1393,18,3,42
State,Alaska,2024-07,57,55,2,0,0
State,Arizona,2024-07,5003,3531,178,35,1259
State,Arkansas,2024-07,1051,893,54,14,90
State,California,2024-07,8518,5165,208,62,3083
State,Colorado,2024-07,2489,1593,62,33,801
State,Connecticut,2024-07,467,187,10,18,252
State,Delaware,2024-07,465,453,12,0,0
State,Florida,2024-07,15414,11033,174,57,4150
State,Georgia,2024-07,5054,4142,48,34,830
State,Hawaii,2024-07,275,197,18,0,60
State,Idaho,2024-07,1450,1357,38,23,32
State,Illinois,2024-07,1497,940,48,58,451
State,Indiana,2024-07,2179,1687,74,11,407
State,Iowa,2024-07,1284,572,40,13,659
State,Kansas,2024-07,634,482,66,55,31
State,Kentucky,2024-07,1227,785,50,19,373
State,Louisiana,2024-07,1347,1046,36,0,265
State,Maine,2024-07,536,440,28,15,53
State,Maryland,2024-07,1345,809,2,3,531
State,Massachusetts,2024-07,1015,519,56,25,415
State,Michigan,2024-07,1732,1375,36,18,303
State,Minnesota,2024-07,1964,1267,52,23,622
State,Mississippi,2024-07,692,658,4,0,30
State,Missouri,2024-07,1558,989,46,88,435
State,Montana,2024-07,571,362,20,20,169
State,Nebraska,2024-07,967,704,6,4,253
State,Nevada,2024-07,1653,1482,32,20,119
State,New Hampshire,2024-07,536,262,14,13,247
State,New Jersey,2024-07,3032,1370,118,128,1416
State,New Mexico,2024-07,749,625,36,6,82
State,New York,2024-07,4144,936,84,78,3046
State,North Carolina,2024-07,8956,6138,94,15,2709
State,North Dakota,2024-07,212,168,4,40,0
State,Ohio,2024-07,2456,1607,62,48,739
State,Oklahoma,2024-07,1137,924,76,20,117
State,Oregon,2024-07,1276,828,44,21,383
State,Pennsylvania,2024-07,2042,1462,26,73,481
State,Rhode Island,2024-07,151,67,40,9,35
State,South Carolina,2024-07,4605,3695,38,39,833
State,South Dakota,2024-07,533,348,4,22,159
State,Tennessee,2024-07,3564,2976,66,31,491
State,Texas,2024-07,19859,13288,304,413,5854
State,Utah,2024-07,1779,1533,38,42,166
State,Vermont,2024-07,344,129,10,10,195
State,Virginia,2024-07,3217,2126,8,9,1074
State,Washington,2024-07,3081,1594,160,61,1266
State,West Virginia,2024-07,380,299,6,6,69
State,Wisconsin,2024-07,2241,1134,160,6,941
State,Wyoming,2024-07,188,172,8,8,0
Metro,Bakersfield,2024-08,246,212,10,0,24
Metro,Chico,2024-08,65,53,8,4,0
Metro,El Centro,2024-08,30,18,0,0,12
Metro,Fresno,2024-08,446,339,0,0,107
Metro,Hanford,2024-08,54,40,6,0,8
Metro,Inland Empire,2024-08,1371,968,10,17,376
Metro,Los Angeles,2024-08,2443,1084,122,12,1225
Metro,Merced,2024-08,65,65,0,0,0
Metro,Modesto,2024-08,73,69,4,0,0
Metro,Napa,2024-08,19,19,0,0,0
Metro,Redding,2024-08,25,25,0,0,0
Metro,Sacramento,2024-08,850,720,6,4,120
Metro,Salinas,2024-08,45,43,2,0,0
Metro,San Diego,2024-08,1251,256,60,55,880
Metro,San Francisco,2024-08,511,228,10,3,270
Metro,San Jose,2024-08,229,200,4,0,25
Metro,San Luis Obispo,2024-08,40,40,0,0,0
Metro,Santa Barbara,2024-08,45,40,0,0,5
Metro,Santa Cruz,2024-08,17,17,0,0,0
Metro,Santa Rosa,2024-08,84,69,0,0,15
Metro,Stockton,2024-08,333,333,0,0,0
Metro,Vallejo,2024-08,272,262,0,0,10
Metro,Ventura,2024-08,74,51,0,12,11
Metro,Visalia,2024-08,61,61,0,0,0
Metro,Yuba City,2024-08,131,131,0,0,0
State,Alabama,2024-08,1759,1506,16,6,231
State,Alaska,2024-08,64,55,6,3,0
State,Arizona,2024-08,4919,3302,174,3,1440
State,Arkansas,2024-08,1188,797,140,24,227
State,California,2024-08,8905,5452,244,111,3098
State,Colorado,2024-08,2062,1539,32,35,456
State,Connecticut,2024-08,463,229,8,12,214
State,Delaware,2024-08,532,491,38,3,0
State,Florida,2024-08,15666,10755,256,107,4548
State,Georgia,2024-08,5750,4183,72,151,1344
State,Hawaii,2024-08,256,179,14,0,63
State,Idaho,2024-08,1602,1359,48,13,182
State,Illinois,2024-08,2217,964,40,56,1157
State,Indiana,2024-08,2647,2013,46,4,584
State,Iowa,2024-08,1142,640,38,13,451
State,Kansas,2024-08,1036,478,208,15,335
State,Kentucky,2024-08,1763,740,52,18,953
State,Louisiana,2024-08,1250,1094,54,3,99
State,Maine,2024-08,599,497,32,7,63
State,Maryland,2024-08,1444,775,0,0,669
State,Massachusetts,2024-08,1561,757,36,16,752
State,Michigan,2024-08,2109,1419,80,42,568
State,Minnesota,2024-08,2147,1330,42,39,736
State,Mississippi,2024-08,653,625,10,0,18
State,Missouri,2024-08,2232,1041,96,91,1004
State,Montana,2024-08,459,277,26,21,135
State,Nebraska,2024-08,749,487,40,7,215
State,Nevada,2024-08,1494,1123,18,4,349
State,New Hampshire,2024-08,546,295,22,62,167
State,New Jersey,2024-08,3645,1514,80,168,1883
State,New Mexico,2024-08,739,709,30,0,0
State,New York,2024-08,3369,1023,106,83,2157
State,North Carolina,2024-08,9465,6117,110,75,3163
State,North Dakota,2024-08,171,159,4,8,0
State,Ohio,2024-08,2308,1468,80,56,704
State,Oklahoma,2024-08,1127,982,62,18,65
State,Oregon,2024-08,1154,922,16,0,216
State,Pennsylvania,2024-08,2134,1489,28,35,582
State,Rhode Island,2024-08,94,66,20,3,5
State,South Carolina,2024-08,3767,3269,40,35,423
State,South Dakota,2024-08,1105,353,30,27,695
State,Tennessee,2024-08,4465,2900,24,85,1456
State,Texas,2024-08,20105,13550,386,237,5932
State,Utah,2024-08,1877,1562,18,62,235
State,Vermont,2024-08,181,132,10,27,12
State,Virginia,2024-08,3166,2000,80,9,1077
State,Washington,2024-08,3248,1716,170,82,1280
State,West Virginia,2024-08,413,351,8,4,50
State,Wisconsin,2024-08,1894,1212,150,20,512
State,Wyoming,2024-08,162,145,6,11,0
Metro,Bakersfield,2024-09,221,208,8,0,5
Metro,Chico,2024-09,62,56,0,0,6
Metro,El Centro,2024-09,16,11,0,0,5
Metro,Fresno,2024-09,267,261,6,0,0
Metro,Hanford,2024-09,44,33,0,3,8
Metro,Inland Empire,2024-09,1063,920,16,0,127
Metro,Los Angeles,2024-09,2258,976,92,19,1171
Metro,Merced,2024-09,27,27,0,0,0
Metro,Modesto,2024-09,45,45,0,0,0
Metro,Napa,2024-09,26,26,0,0,0
Metro,Redding,2024-09,30,30,0,0,0
Metro,Sacramento,2024-09,571,569,2,0,0
Metro,Salinas,2024-09,32,32,0,0,0
Metro,San Diego,2024-09,1134,345,86,21,682
Metro,San Francisco,2024-09,716,233,8,7,468
Metro,San Jose,2024-09,200,162,12,0,26
Metro,San Luis Obispo,2024-09,64,55,0,0,9
Metro,Santa Barbara,2024-09,61,32,0,0,29
Metro,Santa Cruz,2024-09,18,16,2,0,0
Metro,Santa Rosa,2024-09,63,58,0,0,5
Metro,Stockton,2024-09,297,297,0,0,0
Metro,Vallejo,2024-09,60,60,0,0,0
Metro,Ventura,2024-09,232,57,0,3,172
Metro,Visalia,2024-09,77,73,0,4,0
Metro,Yuba City,2024-09,104,81,8,0,15
State,Alabama,2024-09,1433,1344,12,6,71
State,Alaska,2024-09,62,49,4,0,9
State,Arizona,2024-09,4413,3547,166,32,668
State,Arkansas,2024-09,1641,823,68,15,735
State,California,2024-09,7798,4759,244,57,2738
State,Colorado,2024-09,2574,1390,8,23,1153
State,Connecticut,2024-09,647,186,12,9,440
State,Delaware,2024-09,399,353,10,0,36
State,Florida,2024-09,12380,9165,136,48,3031
State,Georgia,2024-09,5099,3268,86,72,1673
State,Hawaii,2024-09,236,164,12,0,60
State,Idaho,2024-09,1636,1302,18,21,295
State,Illinois,2024-09,1906,931,58,62,855
State,Indiana,2024-09,2415,1782,32,46,555
State,Iowa,2024-09,1284,842,44,21,377
State,Kansas,2024-09,716,508,120,59,29
State,Kentucky,2024-09,1084,714,70,49,251
State,Louisiana,2024-09,1186,989,50,0,147
State,Maine,2024-09,491,428,30,6,27
State,Maryland,2024-09,1294,645,2,0,647
State,Massachusetts,2024-09,731,449,36,19,227
State,Michigan,2024-09,1972,1443,60,58,411
State,Minnesota,2024-09,2110,1155,46,30,879
State,Mississippi,2024-09,542,525,6,0,11
State,Missouri,2024-09,1351,958,42,30,321
State,Montana,2024-09,352,282,18,10,42
State,Nebraska,2024-09,1469,562,74,3,830
State,Nevada,2024-09,1281,962,2,8,309
State,New Hampshire,2024-09,563,274,24,20,245
State,New Jersey,2024-09,2588,1314,278,85,911
State,New Mexico,2024-09,862,704,24,14,120
State,New York,2024-09,2871,929,90,72,1780
State,North Carolina,2024-09,6885,5078,56,9,1742
State,North Dakota,2024-09,232,208,24,0,0
State,Ohio,2024-09,2619,1587,44,60,928
State,Oklahoma,2024-09,945,841,48,28,28
State,Oregon,2024-09,1168,771,48,3,346
State,Pennsylvania,2024-09,2002,1362,22,67,551
State,Rhode Island,2024-09,98,78,14,6,0
State,South Carolina,2024-09,3586,2975,38,53,520
State,South Dakota,2024-09,485,449,14,12,10
State,Tennessee,2024-09,3876,2421,24,37,1394
State,Texas,2024-09,16291,11941,720,159,3471
State,Utah,2024-09,2372,1382,14,38,938
State,Vermont,2024-09,150,118,10,7,15
State,Virginia,2024-09,2022,1604,62,6,350
State,Washington,2024-09,3037,1557,112,73,1295
State,West Virginia,2024-09,360,289,0,6,65
State,Wisconsin,2024-09,1743,1184,136,3,420
State,Wyoming,2024-09,155,139,6,10,0
Metro,Bakersfield,2024-10,266,259,2,0,5
Metro,Chico,2024-10,48,46,2,0,0
Metro,El Centro,2024-10,10,5,0,0,5
Metro,Fresno,2024-10,292,287,0,0,5
Metro,Hanford,2024-10,283,42,0,0,241
Metro,Inland Empire,2024-10,1535,951,22,0,562
Metro,Los Angeles,2024-10,2010,1141,122,60,687
Metro,Merced,2024-10,22,22,0,0,0
Metro,Modesto,2024-10,73,71,2,0,0
Metro,Napa,2024-10,18,18,0,0,0
Metro,Redding,2024-10,20,20,0,0,0
Metro,Sacramento,2024-10,762,543,4,4,211
Metro,Salinas,2024-10,46,46,0,0,0
Metro,San Diego,2024-10,1565,288,56,9,1212
Metro,San Francisco,2024-10,370,239,10,4,117
Metro,San Jose,2024-10,360,179,2,0,179
Metro,San Luis Obispo,2024-10,51,51,0,0,0
Metro,Santa Barbara,2024-10,42,35,2,0,5
Metro,Santa Cruz,2024-10,20,15,0,0,5
Metro,Santa Rosa,2024-10,75,70,0,0,5
Metro,Stockton,2024-10,248,248,0,0,0
Metro,Vallejo,2024-10,146,135,0,0,11
Metro,Ventura,2024-10,40,24,0,3,13
Metro,Visalia,2024-10,89,89,0,0,0
Metro,Yuba City,2024-10,57,57,0,0,0
State,Alabama,2024-10,2106,1480,20,6,600
State,Alaska,2024-10,92,52,10,9,21
State,Arizona,2024-10,4919,3667,162,31,1059
State,Arkansas,2024-10,1289,874,50,42,323
State,California,2024-10,8597,5007,232,80,3278
State,Colorado,2024-10,3001,1773,20,107,1101
State,Connecticut,2024-10,564,184,16,9,355
State,Delaware,2024-10,540,472,36,0,32
State,Florida,2024-10,13302,9687,160,45,3410
State,Georgia,2024-10,4601,3778,40,148,635
State,Hawaii,2024-10,320,236,14,0,70
State,Idaho,2024-10,1706,1372,18,10,306
State,Illinois,2024-10,1933,1042,60,35,796
State,Indiana,2024-10,2866,2059,40,3,764
State,Iowa,2024-10,1210,845,48,41,276
State,Kansas,2024-10,821,578,146,33,64
State,Kentucky,2024-10,1189,812,84,30,263
State,Louisiana,2024-10,1105,1012,38,4,51
State,Maine,2024-10,515,398,16,0,101
State,Maryland,2024-10,1284,895,2,0,387
State,Massachusetts,2024-10,1289,527,54,14,694
State,Michigan,2024-10,2423,1541,58,49,775
State,Minnesota,2024-10,2081,1456,42,15,568
State,Mississippi,2024-10,722,700,6,0,16
State,Missouri,2024-10,2229,1077,42,85,1025
State,Montana,2024-10,423,256,26,17,124
State,Nebraska,2024-10,703,495,28,11,169
State,Nevada,2024-10,1131,936,10,30,155
State,New Hampshire,2024-10,334,270,16,7,41
State,New Jersey,2024-10,2982,1630,90,42,1220
State,New Mexico,2024-10,632,583,30,19,0
State,New York,2024-10,3008,1016,92,55,1845
State,North Carolina,2024-10,7146,5773,76,20,1277
State,North Dakota,2024-10,325,183,12,47,83
State,Ohio,2024-10,2661,1641,90,70,860
State,Oklahoma,2024-10,1250,980,60,37,173
State,Oregon,2024-10,989,791,56,13,129
State,Pennsylvania,2024-10,2154,1587,42,46,479
State,Rhode Island,2024-10,144,82,16,6,40
State,South Carolina,2024-10,3700,3119,46,61,474
State,South Dakota,2024-10,754,313,16,10,415
State,Tennessee,2024-10,3161,2614,20,90,437
State,Texas,2024-10,20769,13553,716,239,6261
State,Utah,2024-10,2379,1646,14,63,656
State,Vermont,2024-10,153,104,6,6,37
State,Virginia,2024-10,2662,1874,46,3,739
State,Washington,2024-10,3507,1646,100,73,1688
State,West Virginia,2024-10,307,269,0,3,35
State,Wisconsin,2024-10,2461,1332,138,7,984
State,Wyoming,2024-10,153,141,4,8,0
Metro,Bakersfield,2024-11,216,190,12,3,11
Metro,Chico,2024-11,57,55,2,0,0
Metro,El Centro,2024-11,17,12,0,0,5
Metro,Fresno,2024-11,311,293,0,0,18
Metro,Hanford,2024-11,48,35,0,3,10
Metro,Inland Empire,2024-11,769,714,14,0,41
Metro,Los Angeles,2024-11,2860,856,132,3,1869
Metro,Merced,2024-11,23,23,0,0,0
Metro,Modesto,2024-11,69,69,0,0,0
Metro,Napa,2024-11,137,29,0,0,108
Metro,Redding,2024-11,14,14,0,0,0
Metro,Sacramento,2024-11,787,606,6,3,172
Metro,Salinas,2024-11,39,39,0,0,0
Metro,San Diego,2024-11,1078,320,68,10,680
Metro,San Francisco,2024-11,292,227,6,3,56
Metro,San Jose,2024-11,204,166,2,0,36
Metro,San Luis Obispo,2024-11,80,38,0,0,42
Metro,Santa Barbara,2024-11,28,23,0,0,5
Metro,Santa Cruz,2024-11,9,7,2,0,0
Metro,Santa Rosa,2024-11,65,42,0,6,17
Metro,Stockton,2024-11,171,171,0,0,0
Metro,Vallejo,2024-11,72,56,4,0,12
Metro,Ventura,2024-11,54,28,0,3,23
Metro,Visalia,2024-11,89,89,0,0,0
Metro,Yuba City,2024-11,60,60,0,0,0
State,Alabama,2024-11,1580,1181,48,75,276
State,Alaska,2024-11,109,40,6,7,56
State,Arizona,2024-11,4641,2883,88,39,1631
State,Arkansas,2024-11,984,695,46,28,215
State,California,2024-11,7647,4241,250,34,3122
State,Colorado,2024-11,2530,1338,8,41,1143
State,Connecticut,2024-11,564,146,2,9,407
State,Delaware,2024-11,476,452,12,0,12
State,Florida,2024-11,10760,8192,146,53,2369
State,Georgia,2024-11,4161,3057,42,50,1012
State,Hawaii,2024-11,438,275,26,0,137
State,Idaho,2024-11,1397,1026,12,10,349
State,Illinois,2024-11,1819,779,58,87,895
State,Indiana,2024-11,2019,1394,42,33,550
State,Iowa,2024-11,1398,545,28,38,787
State,Kansas,2024-11,545,387,90,19,49
State,Kentucky,2024-11,991,617,44,37,293
State,Louisiana,2024-11,966,838,38,0,90
State,Maine,2024-11,387,317,18,15,37
State,Maryland,2024-11,936,766,4,4,162
State,Massachusetts,2024-11,1006,355,24,6,621
State,Michigan,2024-11,1749,1056,60,34,599
State,Minnesota,2024-11,1898,944,64,23,867
State,Mississippi,2024-11,514,470,6,4,34
State,Missouri,2024-11,1721,867,38,28,788
State,Montana,2024-11,396,157,24,10,205
State,Nebraska,2024-11,762,388,46,18,310
State,Nevada,2024-11,1585,1049,42,12,482
State,New Hampshire,2024-11,336,224,10,19,83
State,New Jersey,2024-11,3179,1110,60,40,1969
State,New Mexico,2024-11,708,473,16,3,216
State,New York,2024-11,3492,775,66,40,2611
State,North Carolina,2024-11,6149,4698,56,7,1388
State,North Dakota,2024-11,95,92,0,3,0
State,Ohio,2024-11,2034,1372,54,54,554
State,Oklahoma,2024-11,862,793,52,11,6
State,Oregon,2024-11,1092,527,38,15,512
State,Pennsylvania,2024-11,1800,1208,42,44,506
State,Rhode Island,2024-11,90,63,24,3,0
State,South Carolina,2024-11,3069,2600,24,52,393
State,South Dakota,2024-11,333,232,12,18,71
State,Tennessee,2024-11,3228,2068,32,36,1092
State,Texas,2024-11,16304,10503,432,197,5172
State,Utah,2024-11,1708,1176,10,35,487
State,Vermont,2024-11,132,112,2,6,12
State,Virginia,2024-11,3374,1700,10,12,1652
State,Washington,2024-11,2644,1217,70,115,1242
State,West Virginia,2024-11,267,229,0,6,32
State,Wisconsin,2024-11,2206,885,114,7,1200
State,Wyoming,2024-11,122,101,2,14,5
Metro,Bakersfield,2024-12,256,244,4,3,5
Metro,Chico,2024-12,57,51,6,0,0
Metro,El Centro,2024-12,18,13,0,0,5
Metro,Fresno,2024-12,297,297,0,0,0
Metro,Hanford,2024-12,51,42,0,0,9
Metro,Inland Empire,2024-12,1102,902,0,7,193
Metro,Los Angeles,2024-12,2527,1039,102,48,1338
Metro,Merced,2024-12,17,17,0,0,0
Metro,Modesto,2024-12,67,55,0,0,12
Metro,Napa,2024-12,28,28,0,0,0
Metro,Redding,2024-12,19,19,0,0,0
Metro,Sacramento,2024-12,997,651,4,0,342
Metro,Salinas,2024-12,46,46,0,0,0
Metro,San Diego,2024-12,1067,229,14,194,630
Metro,San Francisco,2024-12,315,189,0,6,120
Metro,San Jose,2024-12,212,139,4,7,62
Metro,San Luis Obispo,2024-12,124,50,4,0,70
Metro,Santa Barbara,2024-12,60,31,0,0,29
Metro,Santa Cruz,2024-12,17,17,0,0,0
Metro,Santa Rosa,2024-12,61,46,0,0,15
Metro,Stockton,2024-12,530,530,0,0,0
Metro,Vallejo,2024-12,97,87,10,0,0
Metro,Ventura,2024-12,37,21,2,3,11
Metro,Visalia,2024-12,91,91,0,0,0
Metro,Yuba City,2024-12,42,42,0,0,0
State,Alabama,2024-12,1618,1299,20,3,296
State,Alaska,2024-12,57,27,4,7,19
State,Arizona,2024-12,3275,2423,146,3,703
State,Arkansas,2024-12,1154,690,66,18,380
State,California,2024-12,8232,4952,154,268,2858
State,Colorado,2024-12,2916,1707,8,42,1159
State,Connecticut,2024-12,885,160,6,13,706
State,Delaware,2024-12,596,372,10,0,214
State,Florida,2024-12,11954,8786,134,51,2983
State,Georgia,2024-12,5657,3445,24,83,2105
State,Hawaii,2024-12,299,213,10,3,73
State,Idaho,2024-12,1194,921,16,7,250
State,Illinois,2024-12,1473,656,26,29,762
State,Indiana,2024-12,2032,1216,26,10,780
State,Iowa,2024-12,651,441,54,15,141
State,Kansas,2024-12,568,387,88,29,64
State,Kentucky,2024-12,959,548,30,72,309
State,Louisiana,2024-12,1010,822,44,0,144
State,Maine,2024-12,403,275,14,11,103
State,Maryland,2024-12,1123,712,8,0,403
State,Massachusetts,2024-12,1277,462,64,58,693
State,Michigan,2024-12,1496,839,42,19,596
State,Minnesota,2024-12,1471,771,12,7,681
State,Mississippi,2024-12,548,528,4,0,16
State,Missouri,2024-12,1102,778,52,21,251
State,Montana,2024-12,551,203,38,11,299
State,Nebraska,2024-12,813,345,14,8,446
State,Nevada,2024-12,1144,933,12,14,185
State,New Hampshire,2024-12,314,210,28,14,62
State,New Jersey,2024-12,3661,1153,78,59,2371
State,New Mexico,2024-12,584,438,26,0,120
State,New York,2024-12,4728,756,100,38,3834
State,North Carolina,2024-12,6215,4515,94,37,1569
State,North Dakota,2024-12,42,35,2,0,5
State,Ohio,2024-12,2456,1314,56,27,1059
State,Oklahoma,2024-12,878,793,62,0,23
State,Oregon,2024-12,948,665,34,18,231
State,Pennsylvania,2024-12,2099,1260,10,29,800
State,Rhode Island,2024-12,89,79,10,0,0
State,South Carolina,2024-12,3339,2730,56,55,498
State,South Dakota,2024-12,337,128,6,3,200
State,Tennessee,2024-12,3130,2350,26,52,702
State,Texas,2024-12,18476,11809,360,267,6040
State,Utah,2024-12,1677,1183,8,26,460
State,Vermont,2024-12,428,85,6,18,319
State,Virginia,2024-12,2695,1684,52,19,940
State,Washington,2024-12,3526,1225,122,77,2102
State,West Virginia,2024-12,243,198,0,3,42
State,Wisconsin,2024-12,1749,663,116,3,967
State,Wyoming,2024-12,221,99,6,12,104
Metro,Bakersfield,2025-01,223,215,4,4,0
Metro,Chico,2025-01,34,32,2,0,0
Metro,El Centro,2025-01,20,13,2,0,5
Metro,Fresno,2025-01,332,250,2,0,80
Metro,Hanford,2025-01,54,42,4,3,5
Metro,Inland Empire,2025-01,1161,978,16,25,142
Metro,Los Angeles,2025-01,1675,955,124,13,583
Metro,Merced,2025-01,34,34,0,0,0
Metro,Modesto,2025-01,89,77,0,0,12
Metro,Napa,2025-01,27,27,0,0,0
Metro,Redding,2025-01,38,38,0,0,0
Metro,Sacramento,2025-01,801,687,28,4,82
Metro,Salinas,2025-01,60,60,0,0,0
Metro,San Diego,2025-01,543,248,58,33,204
Metro,San Francisco,2025-01,565,174,8,6,377
Metro,San Jose,2025-01,215,192,0,0,23
Metro,San Luis Obispo,2025-01,46,41,0,0,5
Metro,Santa Barbara,2025-01,37,37,0,0,0
Metro,Santa Cruz,2025-01,14,12,2,0,0
Metro,Santa Rosa,2025-01,85,80,0,0,5
Metro,Stockton,2025-01,207,207,0,0,0
Metro,Vallejo,2025-01,62,56,0,0,6
Metro,Ventura,2025-01,32,27,0,0,5
Metro,Visalia,2025-01,147,139,8,0,0
Metro,Yuba City,2025-01,70,70,0,0,0
State,Alabama,2025-01,1660,1263,12,0,385
State,Alaska,2025-01,29,20,2,0,7
State,Arizona,2025-01,3672,3380,134,11,147
State,Arkansas,2025-01,1152,790,102,53,207
State,California,2025-01,6657,4765,260,88,1544
State,Colorado,2025-01,2133,1484,20,13,616
State,Connecticut,2025-01,290,129,14,14,133
State,Delaware,2025-01,401,385,16,0,0
State,Florida,2025-01,16872,9747,224,82,6819
State,Georgia,2025-01,5142,3618,50,74,1400
State,Hawaii,2025-01,363,290,16,0,57
State,Idaho,2025-01,1149,990,18,19,122
State,Illinois,2025-01,896,602,40,54,200
State,Indiana,2025-01,2790,1353,28,10,1399
State,Iowa,2025-01,825,350,14,18,443
State,Kansas,2025-01,505,315,110,4,76
State,Kentucky,2025-01,876,575,20,3,278
State,Louisiana,2025-01,1080,967,52,0,61
State,Maine,2025-01,490,255,24,15,196
State,Maryland,2025-01,1408,896,12,8,492
State,Massachusetts,2025-01,877,370,42,6,459
State,Michigan,2025-01,1160,853,40,30,237
State,Minnesota,2025-01,951,651,10,3,287
State,Mississippi,2025-01,551,528,6,0,17
State,Missouri,2025-01,1268,691,54,17,506
State,Montana,2025-01,271,212,24,7,28
State,Nebraska,2025-01,876,437,8,51,380
State,Nevada,2025-01,1999,1245,2,19,733
State,New Hampshire,2025-01,270,154,20,12,84
State,New Jersey,2025-01,2913,1302,102,48,1461
State,New Mexico,2025-01,509,475,34,0,0
State,New York,2025-01,2828,746,60,49,1973
State,North Carolina,2025-01,6868,4924,68,9,1867
State,North Dakota,2025-01,48,34,4,4,6
State,Ohio,2025-01,1730,1206,34,68,422
State,Oklahoma,2025-01,1095,977,80,20,18
State,Oregon,2025-01,996,898,36,9,53
State,Pennsylvania,2025-01,1793,1289,70,47,387
State,Rhode Island,2025-01,106,53,34,14,5
State,South Carolina,2025-01,3903,3244,44,81,534
State,South Dakota,2025-01,336,128,10,0,198
State,Tennessee,2025-01,3329,2359,12,18,940
State,Texas,2025-01,17187,12179,460,373,4175
State,Utah,2025-01,2104,1383,6,35,680
State,Vermont,2025-01,223,100,12,11,100
State,Virginia,2025-01,3960,2095,40,20,1805
State,Washington,2025-01,2826,1337,94,115,1280
State,West Virginia,2025-01,238,225,2,3,8
State,Wisconsin,2025-01,1513,695,102,3,713
State,Wyoming,2025-01,139,126,6,7,0
Metro,Bakersfield,2025-02,228,223,0,0,5
Metro,Chico,2025-02,52,52,0,0,0
Metro,El Centro,2025-02,9,9,0,0,0
Metro,Fresno,2025-02,203,203,0,0,0
Metro,Hanford,2025-02,39,30,0,3,6
Metro,Inland Empire,2025-02,1645,1068,36,7,534
Metro,Los Angeles,2025-02,1926,1047,146,27,706
Metro,Merced,2025-02,45,45,0,0,0
Metro,Modesto,2025-02,41,38,0,3,0
Metro,Napa,2025-02,22,22,0,0,0
Metro,Redding,2025-02,39,39,0,0,0
Metro,Sacramento,2025-02,876,800,12,4,60
Metro,Salinas,2025-02,23,23,0,0,0
Metro,San Diego,2025-02,619,260,20,14,325
Metro,San Francisco,2025-02,532,231,10,3,288
Metro,San Jose,2025-02,217,195,0,8,14
Metro,San Luis Obispo,2025-02,41,41,0,0,0
Metro,Santa Barbara,2025-02,32,27,0,0,5
Metro,Santa Cruz,2025-02,16,11,0,0,5
Metro,Santa Rosa,2025-02,83,43,0,8,32
Metro,Stockton,2025-02,192,192,0,0,0
Metro,Vallejo,2025-02,42,42,0,0,0
Metro,Ventura,2025-02,66,42,0,0,24
Metro,Visalia,2025-02,111,105,6,0,0
Metro,Yuba City,2025-02,40,40,0,0,0
State,Alabama,2025-02,1386,1332,6,0,48
State,Alaska,2025-02,32,30,2,0,0
State,Arizona,2025-02,3747,3166,112,52,417
State,Arkansas,2025-02,1029,820,100,27,82
State,California,2025-02,7247,4909,232,84,2022
State,Colorado,2025-02,2342,1370,18,17,937
State,Connecticut,2025-02,225,127,6,17,75
State,Delaware,2025-02,600,452,4,0,144
State,Florida,2025-02,14857,9529,396,32,4900
State,Georgia,2025-02,5192,3843,26,34,1289
State,Hawaii,2025-02,242,196,12,0,34
State,Idaho,2025-02,1085,901,38,39,107
State,Illinois,2025-02,1121,635,38,72,376
State,Indiana,2025-02,2003,1399,66,13,525
State,Iowa,2025-02,955,435,16,17,487
State,Kansas,2025-02,624,366,90,3,165
State,Kentucky,2025-02,889,628,30,7,224
State,Louisiana,2025-02,1204,1092,32,0,80
State,Maine,2025-02,357,208,16,3,130
State,Maryland,2025-02,1456,1010,2,0,444
State,Massachusetts,2025-02,845,247,50,9,539
State,Michigan,2025-02,1467,910,60,21,476
State,Minnesota,2025-02,1081,674,4,4,399
State,Mississippi,2025-02,651,538,2,0,111
State,Missouri,2025-02,1121,698,68,28,327
State,Montana,2025-02,281,185,22,13,61
State,Nebraska,2025-02,1185,331,12,16,826
State,Nevada,2025-02,1377,1086,12,36,243
State,New Hampshire,2025-02,205,126,8,6,65
State,New Jersey,2025-02,2215,1293,80,38,804
